9330600.000000,1352853188.708000,-9670.000000,7396.000000,1352853204.047000,-14393.000000,20398.000000,1.000000,1.000000
9331400.000000,1352853194.638000,-36581.000000,-3533.000000,1352853205.929000,-22660.000000,1784.000000,3.000000,-1.000000
9332600.000000,1352853206.483000,-8015.000000,10263.000000,1352853225.315000,-253.000000,11243.000000,1.000000,2.000000
9330400.000000,1352853208.431000,9971.000000,-4585.000000,1352853245.499000,-39906.000000,-2949.000000,4.000000,3.000000
9333700.000000,1352853217.685000,-16684.000000,12771.000000,1352853237.883000,-38219.000000,-3768.000000,1.000000,3.000000
9315400.000000,1352853220.637000,9977.000000,-3398.000000,1352853236.004000,1536.000000,10126.000000,4.000000,2.000000
9334200.000000,1352853222.082000,-17027.000000,12231.000000,1352853233.330000,-29952.000000,-50.000000,1.000000,3.000000
9333701.000000,1352853225.214000,9998.000000,-3924.000000,1352853236.333000,4296.000000,5307.000000,4.000000,2.000000
9335400.000000,1352853234.834000,-32393.000000,-1755.000000,1352853239.683000,-38576.000000,-3335.000000,3.000000,3.000000
9342700.000000,1352853267.824000,1186.000000,8750.000000,1352853282.608000,9999.000000,-3384.000000,2.000000,4.000000
9344100.000000,1352853281.152000,7776.000000,2418.000000,1352853284.947000,9997.000000,-1854.000000,-1.000000,4.000000
9344700.000000,1352853287.107000,-35517.000000,-4587.000000,1352853287.474000,-35176.000000,-4691.000000,3.000000,3.000000
9350001.000000,1352853300.913000,-19224.000000,-9005.000000,1352853322.460000,-6454.000000,13721.000000,5.000000,1.000000
9351500.000000,1352853315.468000,8038.000000,1843.000000,1352853318.127000,9956.000000,-1358.000000,-1.000000,4.000000
9335700.000000,1352853237.667000,-8271.000000,-9362.000000,1352853326.372000,-6090.000000,-10242.000000,5.000000,5.000000
9335900.000000,1352853239.471000,-36860.000000,-2555.000000,1352853331.138000,-21336.000000,-9991.000000,3.000000,5.000000
9345500.000000,1352853324.712000,9982.000000,-3550.000000,1352853339.250000,-972.000000,11567.000000,4.000000,2.000000
9350000.000000,1352853325.978000,9955.000000,-5104.000000,1352853338.162000,-4700.000000,2595.000000,4.000000,-1.000000
9350201.000000,1352853328.636000,9981.000000,-1924.000000,1352853332.262000,7694.000000,3618.000000,4.000000,2.000000
9350400.000000,1352853331.214000,9981.000000,-2949.000000,1352853335.633000,7612.000000,3051.000000,4.000000,2.000000
9351400.000000,1352853339.406000,9976.000000,-1700.000000,1352853343.364000,7477.000000,3574.000000,4.000000,2.000000
9351600.000000,1352853321.868000,9986.000000,-4747.000000,1352853361.272000,-39227.000000,-2982.000000,4.000000,3.000000
9351601.000000,1352853322.348000,9998.000000,-3663.000000,1352853362.493000,-40703.000000,-2172.000000,4.000000,3.000000
9350500.000000,1352853328.434000,9971.000000,-4928.000000,1352853361.639000,-33761.000000,-4015.000000,4.000000,3.000000
9353900.000000,1352853339.327000,-6958.000000,3037.000000,1352853363.345000,-39556.000000,-3139.000000,-1.000000,3.000000
